Date,Open,High,Low,Close,Adj Close,Volume
2010-05-04,119.01000213623047,119.02999877929688,116.91999816894531,117.5199966430664,92.525146484375,360353400
2010-05-05,116.55999755859375,117.80000305175781,115.97000122070312,116.81999969482422,91.97403717041016,328973200
2010-05-06,116.26000213623047,117.0,105.0,112.94000244140625,88.91926574707031,647356600
2010-05-07,112.63999938964844,113.7699966430664,109.41000366210938,111.26000213623047,87.5965576171875,637558800
2010-05-10,115.80999755859375,116.6500015258789,114.91000366210938,116.16000366210938,91.45442962646484,396159600
2010-05-11,115.06999969482422,117.36000061035156,114.91000366210938,115.83000183105469,91.1946029663086,317849800
2010-05-12,116.29000091552734,117.62000274658203,116.08999633789062,117.44999694824219,92.47002410888672,235607100
2010-05-13,117.12999725341797,117.68000030517578,115.88999938964844,115.98999786376953,91.32054901123047,234452500
2010-05-14,115.12000274658203,115.33000183105469,112.87000274658203,113.88999938964844,89.66722869873047,345601400
2010-05-17,114.19999694824219,114.5199966430664,111.7699966430664,113.94999694824219,89.71444702148438,325739800
2010-05-18,114.87999725341797,115.22000122070312,112.02999877929688,112.4000015258789,88.49413299560547,360556800
2010-05-19,111.7699966430664,112.7699966430664,110.36000061035156,111.76000213623047,87.99022674560547,394742700
2010-05-20,109.37999725341797,109.88999938964844,107.47000122070312,107.54000091552734,84.66776275634766,530418300
2010-05-21,105.91000366210938,109.37999725341797,105.36000061035156,109.11000061035156,85.90386199951172,500909400
2010-05-24,108.5199966430664,109.38999938964844,107.61000061035156,107.70999908447266,84.80162811279297,269823000
2010-05-25,105.11000061035156,107.87000274658203,104.37999725341797,107.81999969482422,84.8882064819336,396505200
2010-05-26,108.4800033569336,109.47000122070312,106.8499984741211,107.16999816894531,84.37646484375,349719300
2010-05-27,109.19000244140625,110.80000305175781,108.77999877929688,110.76000213623047,87.20291137695312,300870500
2010-05-28,110.63999938964844,110.72000122070312,108.8499984741211,109.37000274658203,86.1085433959961,297933500
2010-06-01,108.3499984741211,109.94999694824219,107.37000274658203,107.52999877929688,84.65987396240234,277909400
2010-06-02,108.08000183105469,110.33999633789062,107.51000213623047,110.33000183105469,86.86437225341797,240243700
2010-06-03,110.6500015258789,111.05999755859375,109.58000183105469,110.70999908447266,87.1635513305664,226618300
2010-06-04,108.61000061035156,109.33000183105469,106.45999908447266,106.81999969482422,84.10089111328125,398475600
2010-06-07,107.19999694824219,107.61000061035156,105.41000366210938,105.48999786376953,83.05374145507812,264609100
2010-06-08,105.56999969482422,106.83000183105469,104.6500015258789,106.62000274658203,83.94341278076172,357774300
2010-06-09,107.23999786376953,108.27999877929688,105.5999984741211,106.05000305175781,83.49467468261719,268023300
2010-06-10,107.86000061035156,109.27999877929688,106.04000091552734,109.1500015258789,85.93534088134766,317890600
2010-06-11,108.19000244140625,109.75,108.12000274658203,109.68000030517578,86.35260772705078,214128200
2010-06-14,110.5199966430664,111.12000274658203,109.4000015258789,109.51000213623047,86.21879577636719,207196100
2010-06-15,110.27999877929688,112.0999984741211,110.08999633789062,112.0,88.17916870117188,238268700
2010-06-16,111.41999816894531,112.41999816894531,111.19999694824219,111.95999908447266,88.147705078125,216374000
2010-06-17,112.27999877929688,112.33000183105469,111.05000305175781,112.13999938964844,88.28938293457031,263185800
2010-06-18,111.83000183105469,112.12999725341797,111.37000274658203,111.7300033569336,88.38512420654297,174006600
2010-06-21,113.12000274658203,113.19999694824219,110.79000091552734,111.41000366210938,88.13198852539062,213140700
2010-06-22,111.41000366210938,111.9000015258789,109.41000366210938,109.56999969482422,86.67643737792969,239355400
2010-06-23,109.63999938964844,110.02999877929688,108.4800033569336,109.2300033569336,86.40748596191406,254639900
2010-06-24,108.69000244140625,108.83000183105469,107.13999938964844,107.41999816894531,84.97565460205078,268523600
2010-06-25,107.73999786376953,108.41999816894531,106.7699966430664,107.87000274658203,85.3316650390625,238726500
2010-06-28,108.02999877929688,108.31999969482422,107.13999938964844,107.52999877929688,85.06269073486328,169218600
2010-06-29,106.0199966430664,107.51000213623047,103.55000305175781,104.20999908447266,82.43636322021484,373649500
2010-06-30,103.91999816894531,104.87999725341797,102.87999725341797,103.22000122070312,81.6531982421875,284101700
2010-07-01,103.1500015258789,103.48999786376953,101.12999725341797,102.76000213623047,81.2893295288086,382924800
2010-07-02,103.11000061035156,103.41999816894531,101.62000274658203,102.19999694824219,80.8463134765625,233385200
2010-07-06,103.63999938964844,104.37000274658203,101.87999725341797,102.87000274658203,81.3763427734375,256935300
2010-07-07,103.12999725341797,106.23999786376953,103.0199966430664,106.11000061035156,83.93937683105469,253769400
2010-07-08,107.0,107.27999877929688,105.91000366210938,107.16000366210938,84.76997375488281,210842100
2010-07-09,107.12999725341797,107.97000122070312,106.93000030517578,107.95999908447266,85.40283203125,144999900
2010-07-12,107.5999984741211,108.23999786376953,107.1500015258789,108.02999877929688,85.4582290649414,131283600
2010-07-13,109.1500015258789,110.08999633789062,108.93000030517578,109.66000366210938,86.74764251708984,213025900
2010-07-14,109.30999755859375,110.08000183105469,108.86000061035156,109.6500015258789,86.73973083496094,184426800
2010-07-15,109.61000061035156,110.05999755859375,108.16999816894531,109.68000030517578,86.76345825195312,232337900
2010-07-16,109.08999633789062,109.20999908447266,106.44999694824219,106.66000366210938,84.37445068359375,282693400
2010-07-19,107.05000305175781,107.62999725341797,106.22000122070312,107.29000091552734,84.87281036376953,186709000
2010-07-20,105.87000274658203,108.55999755859375,105.81999969482422,108.4800033569336,85.81417846679688,258162400
2010-07-21,109.04000091552734,109.06999969482422,106.62999725341797,107.06999969482422,84.69879150390625,264527000
2010-07-22,108.33999633789062,109.94000244140625,108.33000183105469,109.45999908447266,86.58941650390625,274781300
2010-07-23,109.23999786376953,110.56999969482422,108.93000030517578,110.41000366210938,87.34091186523438,222020800
2010-07-26,110.5999984741211,111.66999816894531,110.29000091552734,111.55999755859375,88.25067138671875,184445700
2010-07-27,112.16999816894531,112.29000091552734,111.11000061035156,111.55000305175781,88.24274444580078,204855600
2010-07-28,111.31999969482422,111.66000366210938,110.45999908447266,110.83000183105469,87.67318725585938,163056200
2010-07-29,111.5199966430664,111.81999969482422,109.41000366210938,110.29000091552734,87.24600219726562,220149100
2010-07-30,109.16999816894531,110.86000061035156,108.9800033569336,110.2699966430664,87.23017120361328,220070600
2010-08-02,111.98999786376953,112.94000244140625,111.54000091552734,112.76000213623047,89.19993591308594,188263200
2010-08-03,112.4800033569336,112.7699966430664,111.8499984741211,112.22000122070312,88.7727279663086,146657300
2010-08-04,112.52999877929688,113.11000061035156,112.16000366210938,112.97000122070312,89.36605834960938,158171700
2010-08-05,112.25,112.91000366210938,112.08000183105469,112.8499984741211,89.27111053466797,140473800
2010-08-06,111.73999786376953,112.56999969482422,110.91999816894531,112.38999938964844,88.9072265625,239728300
2010-08-09,112.91999816894531,113.18000030517578,112.31999969482422,112.98999786376953,89.38182830810547,120800400
2010-08-10,112.02999877929688,112.9800033569336,111.37000274658203,112.37999725341797,88.89929962158203,242916300
2010-08-11,110.6500015258789,110.69000244140625,109.12000274658203,109.30000305175781,86.4628677368164,273406900
2010-08-12,107.6500015258789,109.0199966430664,107.5999984741211,108.62999725341797,85.9328384399414,239542600
2010-08-13,108.29000091552734,108.95999908447266,108.18000030517578,108.30999755859375,85.67969512939453,158698500
2010-08-16,107.56999969482422,108.61000061035156,107.18000030517578,108.26000213623047,85.64014434814453,147895300
2010-08-17,109.19000244140625,110.38999938964844,108.87999725341797,109.58999633789062,86.69225311279297,172270300
2010-08-18,109.54000091552734,110.37999725341797,108.91000366210938,109.79000091552734,86.85047149658203,182922100
2010-08-19,109.22000122070312,109.48999786376953,107.43000030517578,107.87999725341797,85.33954620361328,265847600
2010-08-20,107.55999755859375,107.94000244140625,106.75,107.52999877929688,85.06269073486328,209714200
2010-08-23,108.04000091552734,108.56999969482422,107.06999969482422,107.12000274658203,84.73834228515625,163490300
2010-08-24,105.94999694824219,106.38999938964844,104.97000122070312,105.52999877929688,83.48056030273438,280677800
2010-08-25,104.94999694824219,106.33999633789062,104.29000091552734,105.94000244140625,83.80488586425781,272234800
2010-08-26,106.44000244140625,106.58000183105469,104.87999725341797,105.2300033569336,83.24321746826172,224439500
2010-08-27,105.88999938964844,106.97000122070312,104.30999755859375,106.86000061035156,84.53267669677734,272649000
2010-08-30,106.58000183105469,106.91000366210938,105.30000305175781,105.30999755859375,83.3065185546875,167238600
2010-08-31,104.91999816894531,105.9800033569336,104.48999786376953,105.30999755859375,83.3065185546875,273933100
2010-09-01,106.7300033569336,108.61000061035156,106.66000366210938,108.45999908447266,85.79838562011719,256828100
2010-09-02,108.72000122070312,109.48999786376953,108.48999786376953,109.47000122070312,86.59732055664062,156112200
2010-09-03,110.54000091552734,110.98999786376953,109.94999694824219,110.88999938964844,87.72062683105469,212197300
2010-09-07,110.37000274658203,110.51000213623047,109.55000305175781,109.63999938964844,86.73181915283203,141973700
2010-09-08,109.86000061035156,110.8499984741211,109.80999755859375,110.41000366210938,87.34091186523438,149924400
2010-09-09,111.6500015258789,111.68000030517578,110.62000274658203,110.91999816894531,87.74433898925781,147017900
2010-09-10,111.12000274658203,111.61000061035156,110.87000274658203,111.4800033569336,88.18738555908203,127819000
2010-09-13,112.58000183105469,112.94999694824219,112.12999725341797,112.72000122070312,89.16828155517578,178503500
2010-09-14,112.5,113.29000091552734,112.08000183105469,112.6500015258789,89.11290740966797,209823600
2010-09-15,112.31999969482422,113.20999908447266,111.9800033569336,113.08000183105469,89.45306396484375,168608400
2010-09-16,112.7300033569336,113.12000274658203,112.3499984741211,113.05000305175781,89.4293212890625,199962900
2010-09-17,113.04000091552734,113.1500015258789,112.18000030517578,112.48999786376953,89.46272277832031,195836900
2010-09-20,112.87999725341797,114.45999908447266,112.5199966430664,114.20999908447266,90.83062744140625,214555200
2010-09-21,114.30000305175781,114.83999633789062,113.51000213623047,113.9800033569336,90.64771270751953,268389100
2010-09-22,113.80000305175781,114.44000244140625,113.0999984741211,113.41999816894531,90.20235443115234,191322400
2010-09-23,112.48999786376953,113.66999816894531,112.18000030517578,112.5,89.47066497802734,202354300
2010-09-24,113.75,114.9000015258789,113.6500015258789,114.81999969482422,91.3157730102539,209671800
2010-09-27,114.86000061035156,114.98999786376953,114.16000366210938,114.2699966430664,90.87834167480469,128761800
2010-09-28,114.41999816894531,115.04000091552734,113.18000030517578,114.66999816894531,91.19647216796875,209207500
2010-09-29,114.37999725341797,114.91000366210938,114.0199966430664,114.47000122070312,91.03743743896484,179665800
2010-09-30,115.05000305175781,115.79000091552734,113.58999633789062,114.12999725341797,90.76702880859375,287106700
2010-10-01,114.98999786376953,115.12000274658203,113.93000030517578,114.61000061035156,91.14875793457031,174638700
2010-10-04,114.37000274658203,114.8499984741211,113.18000030517578,113.75,90.46481323242188,166153200
2010-10-05,114.80000305175781,116.31999969482422,114.66999816894531,116.04000091552734,92.28602600097656,229634100
2010-10-06,116.0199966430664,116.33000183105469,115.55999755859375,116.02999877929688,92.2780990600586,148626600
2010-10-07,116.5,116.52999877929688,115.19000244140625,115.88999938964844,92.16671752929688,164860000
2010-10-08,116.05000305175781,116.86000061035156,115.61000061035156,116.54000091552734,92.68370056152344,177760100
2010-10-11,116.72000122070312,116.97000122070312,116.25,116.6500015258789,92.77115631103516,103098300
2010-10-12,116.2699966430664,117.3499984741211,115.6500015258789,117.01000213623047,93.05745697021484,182210000
2010-10-13,117.66000366210938,118.55000305175781,117.37999725341797,117.91999816894531,93.78116607666016,194347200
2010-10-14,117.80999755859375,118.01000213623047,116.72000122070312,117.45999908447266,93.41535186767578,217764300
2010-10-15,118.27999877929688,118.3499984741211,116.76000213623047,117.69999694824219,93.60619354248047,243705000
2010-10-18,117.73999786376953,118.66999816894531,117.30999755859375,118.27999877929688,94.06751251220703,141204800
2010-10-19,117.19000244140625,117.8499984741211,116.0199966430664,116.7300033569336,92.83479309082031,280604700
2010-10-20,116.94000244140625,118.44000244140625,116.87000274658203,117.87000274658203,93.74142456054688,200051800
2010-10-21,118.4000015258789,119.08999633789062,117.20999908447266,118.12999725341797,93.94818878173828,221585500
2010-10-22,118.30999755859375,118.52999877929688,118.0,118.3499984741211,94.1231689453125,108212400
2010-10-25,119.13999938964844,119.76000213623047,118.61000061035156,118.69999694824219,94.4015121459961,151145700
2010-10-26,118.0999984741211,118.83999633789062,117.87000274658203,118.72000122070312,94.41741180419922,158982900
2010-10-27,117.88999938964844,118.51000213623047,117.26000213623047,118.37999725341797,94.14704132080078,190024000
2010-10-28,119.05999755859375,119.11000061035156,117.83000183105469,118.4000015258789,94.16292572021484,168576000
2010-10-29,118.27999877929688,118.72000122070312,118.06999969482422,118.48999786376953,94.23451232910156,144305500
2010-11-01,119.06999969482422,119.75,117.8499984741211,118.52999877929688,94.2663345336914,174074800
2010-11-02,119.41999816894531,119.75,119.0999984741211,119.47000122070312,95.01387786865234,158345900
2010-11-03,119.68000030517578,120.0199966430664,118.44999694824219,119.94999694824219,95.3956298828125,226702800
2010-11-04,121.27999877929688,122.31999969482422,119.97000122070312,122.26000213623047,97.23275756835938,215039400
2010-11-05,122.33999633789062,122.91999816894531,122.18000030517578,122.72000122070312,97.59859466552734,180654100
2010-11-08,122.33999633789062,122.69000244140625,121.94000244140625,122.48999786376953,97.41568756103516,156107100
2010-11-09,122.81999969482422,122.94999694824219,121.12000274658203,121.61000061035156,96.71582794189453,186621600
2010-11-10,121.58000183105469,122.16000366210938,120.66000366210938,122.0999984741211,97.10552978515625,221387400
2010-11-11,121.05000305175781,121.81999969482422,120.68000030517578,121.63999938964844,96.73966217041016,158017600
2010-11-12,120.81999969482422,121.3499984741211,119.6500015258789,120.19999694824219,95.59446716308594,239068800
2010-11-15,120.58000183105469,121.05000305175781,119.9800033569336,120.02999877929688,95.45924377441406,163940800
2010-11-16,119.29000091552734,119.48999786376953,117.58999633789062,118.16000366210938,93.97203826904297,299566200
2010-11-17,118.20999908447266,118.70999908447266,117.86000061035156,118.22000122070312,94.01976776123047,172308900
2010-11-18,119.36000061035156,120.38999938964844,119.3499984741211,119.95999908447266,95.40360260009766,197723700
2010-11-19,119.9000015258789,120.33999633789062,119.25,120.29000091552734,95.66603088378906,156852900
2010-11-22,119.69000244140625,120.23999786376953,118.7699966430664,120.19000244140625,95.58650207519531,181361000
2010-11-23,118.7699966430664,119.0199966430664,117.98999786376953,118.44999694824219,94.20266723632812,222309000
2010-11-24,119.19999694824219,120.2300033569336,119.18000030517578,120.19999694824219,95.59446716308594,140046100
2010-11-26,119.16000366210938,119.80999755859375,118.80000305175781,118.80000305175781,94.4810562133789,76007800
2010-11-29,118.5,119.4800033569336,117.73999786376953,119.16000366210938,94.7673568725586,223642300
2010-11-30,117.9800033569336,119.16999816894531,117.80999755859375,118.48999786376953,94.23451232910156,233930700
2010-12-01,120.19999694824219,121.23999786376953,120.19000244140625,121.01000213623047,96.23866271972656,221037200
2010-12-02,121.19999694824219,122.6500015258789,121.12999725341797,122.55999755859375,97.47135925292969,191213600
2010-12-03,122.13999938964844,123.02999877929688,122.11000061035156,122.88999938964844,97.7337875366211,151288900
2010-12-06,122.62999725341797,123.04000091552734,122.5,122.76000213623047,97.63040924072266,103050500
2010-12-07,123.94000244140625,124.01000213623047,122.76000213623047,122.83000183105469,97.68607330322266,206581000
2010-12-08,122.9800033569336,123.37999725341797,122.41000366210938,123.27999877929688,98.04393005371094,138019200
2010-12-09,123.97000122070312,124.0199966430664,123.1500015258789,123.76000213623047,98.42569732666016,123705100
2010-12-10,124.13999938964844,124.5999984741211,123.7300033569336,124.4800033569336,98.99832916259766,117571700
2010-12-13,125.05000305175781,125.19999694824219,124.5199966430664,124.55999755859375,99.06192016601562,133812700
2010-12-14,124.75,125.2300033569336,124.29000091552734,124.66999816894531,99.1494140625,147249600
2010-12-15,124.44000244140625,124.93000030517578,123.88999938964844,124.0999984741211,98.69611358642578,160823100
2010-12-16,124.18000030517578,124.91000366210938,123.75,124.81999969482422,99.26875305175781,185035200
2010-12-17,124.08000183105469,124.45999908447266,123.81999969482422,124.30000305175781,99.37504577636719,141075300
2010-12-20,124.63999938964844,124.9000015258789,123.9800033569336,124.5999984741211,99.6148910522461,119085500
2010-12-21,124.98999786376953,125.47000122070312,124.87000274658203,125.38999938964844,100.24647521972656,94965500
2010-12-22,125.4800033569336,125.81999969482422,125.41000366210938,125.77999877929688,100.55828094482422,78878100
2010-12-23,125.63999938964844,125.77999877929688,125.29000091552734,125.5999984741211,100.41436004638672,70053700
2010-12-27,125.12999725341797,125.7699966430664,125.04000091552734,125.6500015258789,100.45433044433594,58126000
2010-12-28,125.9000015258789,125.94999694824219,125.5,125.83000183105469,100.59825897216797,55309100
2010-12-29,125.9800033569336,126.19999694824219,125.9000015258789,125.91999816894531,100.67019653320312,58033100
2010-12-30,125.80000305175781,126.12999725341797,125.52999877929688,125.72000122070312,100.51032257080078,76616900
2010-12-31,125.52999877929688,125.87000274658203,125.33000183105469,125.75,100.5343017578125,91218900
2011-01-03,126.70999908447266,127.5999984741211,125.69999694824219,127.05000305175781,101.5736083984375,138725200
2011-01-04,127.33000183105469,127.37000274658203,126.19000244140625,126.9800033569336,101.51766967773438,137409700
2011-01-05,126.58000183105469,127.72000122070312,126.45999908447266,127.63999938964844,102.0453109741211,133975300
2011-01-06,127.69000244140625,127.83000183105469,127.01000213623047,127.38999938964844,101.84542846679688,122519000
2011-01-07,127.55999755859375,127.7699966430664,126.1500015258789,127.13999938964844,101.64556121826172,156034600
2011-01-10,126.58000183105469,127.16000366210938,126.19999694824219,126.9800033569336,101.51766967773438,122401700
2011-01-11,127.44000244140625,127.73999786376953,126.94999694824219,127.43000030517578,101.87739562988281,110287000
2011-01-12,128.2100067138672,128.72000122070312,127.45999908447266,128.5800018310547,102.79680633544922,107929200
2011-01-13,128.6300048828125,128.69000244140625,128.0500030517578,128.3699951171875,102.62891387939453,129048400
2011-01-14,128.19000244140625,129.3300018310547,128.10000610351562,129.3000030517578,103.37244415283203,117677900
2011-01-18,129.17999267578125,129.63999938964844,129.02999877929688,129.52000427246094,103.54833984375,114401300
2011-01-19,129.41000366210938,129.5399932861328,127.91000366210938,128.25,102.5329818725586,151958400
2011-01-20,127.95999908447266,128.39999389648438,127.12999725341797,128.0800018310547,102.39705657958984,175745700
2011-01-21,128.8800048828125,129.1699981689453,128.22999572753906,128.3699951171875,102.62891387939453,151462900
2011-01-24,128.2899932861328,129.25,128.25999450683594,129.10000610351562,103.2125473022461,113715500
2011-01-25,128.75999450683594,129.27999877929688,128.11000061035156,129.1699981689453,103.26847839355469,167552200
2011-01-26,129.49000549316406,130.0500030517578,129.22999572753906,129.6699981689453,103.66825866699219,141281500
2011-01-27,129.6999969482422,130.2100067138672,129.47000122070312,129.99000549316406,103.924072265625,123302700
2011-01-28,130.13999938964844,130.35000610351562,127.51000213623047,127.72000122070312,102.10926055908203,295637300
2011-01-31,128.07000732421875,128.77999877929688,127.75,128.67999267578125,102.87678527832031,149249200
2011-02-01,129.4600067138672,130.97000122070312,129.3800048828125,130.74000549316406,104.52369689941406,167194300
2011-02-02,130.39999389648438,130.83999633789062,130.3300018310547,130.49000549316406,104.32382202148438,118323600
2011-02-03,130.25999450683594,130.97999572753906,129.57000732421875,130.77999877929688,104.5556640625,145886700
2011-02-04,130.8300018310547,131.1999969482422,130.22999572753906,131.14999389648438,104.8514633178711,134634800
2011-02-07,131.44000244140625,132.39999389648438,131.42999267578125,131.97000122070312,105.5070571899414,112439100
